dataset_file,dataset_row,problem_id,verdict,mentor_state,split
train-00005-of-00009.parquet,363750,217/A,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,138067,78/A,COMPILATION_ERROR,syntax_repair,train
train-00006-of-00009.parquet,459266,404/A,OK,accepted,test
train-00005-of-00009.parquet,400656,334/A,OK,accepted,train
train-00005-of-00009.parquet,384765,381/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,499496,200/B,OK,accepted,test
train-00007-of-00009.parquet,485489,32/B,OK,accepted,test
test-00000-of-00001.parquet,682839,849/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,689979,787/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,280898,535/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00008-of-00009.parquet,561832,637/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00008-of-00009.parquet,618207,938/B,WRONG_ANSWER,semantic_debug,test
train-00004-of-00009.parquet,322075,567/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,88141,59/A,OK,accepted,train
train-00002-of-00009.parquet,203523,4/A,OK,accepted,test
train-00002-of-00009.parquet,147285,520/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,171076,115/A,RUNTIME_ERROR,execution_safety,test
train-00004-of-00009.parquet,334106,41/A,OK,accepted,train
test-00000-of-00001.parquet,627705,0/none,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,287777,991/B,OK,accepted,train
test-00000-of-00001.parquet,660009,807/A,OK,accepted,train
test-00000-of-00001.parquet,651249,869/B,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,579869,621/A,COMPILATION_ERROR,syntax_repair,train
train-00002-of-00009.parquet,149915,158/A,WRONG_ANSWER,semantic_debug,test
test-00000-of-00001.parquet,654320,215/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,622283,631/A,COMPILATION_ERROR,syntax_repair,test
train-00005-of-00009.parquet,379682,579/A,OK,accepted,train
train-00000-of-00009.parquet,5653,1/A,OK,accepted,train
train-00008-of-00009.parquet,618209,59/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,536175,58/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,62359,912/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,631270,731/A,OK,accepted,train
train-00005-of-00009.parquet,358801,450/A,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,588374,0/none,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,408554,144/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,124469,0/none,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,270296,199/A,MEMORY_LIMIT_EXCEEDED,execution_safety,train
train-00000-of-00009.parquet,41815,967/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00005-of-00009.parquet,368503,910/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,62906,673/A,OK,accepted,train
train-00001-of-00009.parquet,75939,445/A,OK,accepted,train
train-00003-of-00009.parquet,256388,618/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,37116,152/A,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,350115,540/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,256343,96/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,167672,998/A,RUNTIME_ERROR,execution_safety,test
train-00004-of-00009.parquet,343597,617/A,COMPILATION_ERROR,syntax_repair,train
train-00005-of-00009.parquet,353875,750/A,OK,accepted,train
train-00003-of-00009.parquet,233243,703/A,COMPILATION_ERROR,syntax_repair,test
train-00008-of-00009.parquet,576989,620/B,OK,accepted,train
train-00000-of-00009.parquet,42884,558/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,643840,69/A,OK,accepted,test
train-00008-of-00009.parquet,564877,59/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,323292,71/A,OK,accepted,train
train-00007-of-00009.parquet,503034,588/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,244378,710/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,477664,202/A,COMPILATION_ERROR,syntax_repair,train
train-00003-of-00009.parquet,215738,199/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,69363,705/A,OK,accepted,train
train-00002-of-00009.parquet,146267,467/A,OK,accepted,train
train-00003-of-00009.parquet,253532,629/A,OK,accepted,train
train-00001-of-00009.parquet,93283,579/A,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,617534,950/A,OK,accepted,train
test-00000-of-00001.parquet,631568,721/A,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,369998,0/none,OK,accepted,train
train-00000-of-00009.parquet,37723,588/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,21638,59/A,OK,accepted,train
test-00000-of-00001.parquet,680615,581/A,OK,accepted,train
train-00003-of-00009.parquet,212020,50/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
test-00000-of-00001.parquet,644464,616/A,OK,accepted,train
train-00008-of-00009.parquet,595185,231/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,288033,432/A,RUNTIME_ERROR,execution_safety,test
train-00003-of-00009.parquet,210650,281/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,220398,50/A,OK,accepted,train
train-00000-of-00009.parquet,60573,500/A,OK,accepted,train
train-00004-of-00009.parquet,340060,705/A,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,180181,680/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,214298,404/A,WRONG_ANSWER,semantic_debug,test
train-00006-of-00009.parquet,474562,404/A,WRONG_ANSWER,semantic_debug,test
train-00000-of-00009.parquet,40008,432/A,RUNTIME_ERROR,execution_safety,test
train-00000-of-00009.parquet,52368,816/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,464274,622/A,COMPILATION_ERROR,syntax_repair,train
train-00002-of-00009.parquet,155417,268/B,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,168475,270/A,OK,accepted,train
train-00000-of-00009.parquet,4123,43/A,RUNTIME_ERROR,execution_safety,test
train-00006-of-00009.parquet,480318,456/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00001-of-00009.parquet,128250,492/B,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,324538,41/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,648228,61/A,OK,accepted,train
train-00007-of-00009.parquet,514847,304/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00006-of-00009.parquet,473620,454/A,OK,accepted,train
train-00008-of-00009.parquet,589095,384/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,664545,599/A,COMPILATION_ERROR,syntax_repair,train
train-00002-of-00009.parquet,150946,61/A,OK,accepted,train
train-00003-of-00009.parquet,245946,630/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,173133,844/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,515285,534/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,661613,215/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,532399,349/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,549368,287/A,COMPILATION_ERROR,syntax_repair,train
train-00000-of-00009.parquet,7080,106/B,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,645727,651/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,355630,433/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,167712,50/A,OK,accepted,train
train-00005-of-00009.parquet,409222,617/A,OK,accepted,train
train-00002-of-00009.parquet,185395,408/B,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,505109,902/B,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,128056,723/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,408022,499/A,OK,accepted,test
train-00008-of-00009.parquet,592880,186/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,455159,59/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,194963,59/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,509848,227/B,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,305305,747/B,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,566381,486/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00008-of-00009.parquet,575239,3/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,160768,433/B,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,173814,822/A,OK,accepted,test
train-00003-of-00009.parquet,235405,975/B,RUNTIME_ERROR,execution_safety,test
train-00004-of-00009.parquet,321608,767/A,COMPILATION_ERROR,syntax_repair,test
train-00004-of-00009.parquet,307479,231/A,OK,accepted,train
train-00007-of-00009.parquet,497539,908/A,OK,accepted,train
train-00007-of-00009.parquet,506744,200/B,COMPILATION_ERROR,syntax_repair,test
train-00008-of-00009.parquet,566721,239/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,66713,581/A,OK,accepted,train
train-00007-of-00009.parquet,512024,678/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00001-of-00009.parquet,89531,513/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,77886,982/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,422164,9/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,292966,245/B,COMPILATION_ERROR,syntax_repair,train
train-00002-of-00009.parquet,200823,591/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,109517,32/B,OK,accepted,test
train-00006-of-00009.parquet,453246,281/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,633780,268/A,OK,accepted,train
train-00000-of-00009.parquet,60059,124/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,133108,509/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,238513,318/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,64846,382/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,322358,1/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,534875,152/A,OK,accepted,test
train-00003-of-00009.parquet,274708,810/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00004-of-00009.parquet,341574,0/none,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,617522,946/B,WRONG_ANSWER,semantic_debug,test
train-00001-of-00009.parquet,73458,6/C,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,332103,469/A,OK,accepted,train
train-00005-of-00009.parquet,402032,22/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,540802,1011/B,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,392082,0/none,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,523536,912/A,OK,accepted,train
train-00002-of-00009.parquet,176850,625/B,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,144102,577/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00004-of-00009.parquet,326831,120/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,260091,637/A,RUNTIME_ERROR,execution_safety,test
train-00007-of-00009.parquet,499461,789/A,OK,accepted,train
train-00007-of-00009.parquet,518463,584/A,OK,accepted,train
train-00006-of-00009.parquet,428152,0/none,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00004-of-00009.parquet,338266,451/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,544377,69/A,OK,accepted,test
train-00006-of-00009.parquet,442469,567/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00006-of-00009.parquet,433389,509/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,508092,234/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,377113,136/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,466684,38/B,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,419193,755/A,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,650475,12/B,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,235291,124/A,OK,accepted,train
train-00000-of-00009.parquet,18516,508/A,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,658437,519/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00003-of-00009.parquet,229381,71/A,COMPILATION_ERROR,syntax_repair,train
train-00008-of-00009.parquet,585348,408/B,COMPILATION_ERROR,syntax_repair,test
test-00000-of-00001.parquet,685099,102/B,OK,accepted,train
train-00006-of-00009.parquet,463756,669/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,519001,461/A,OK,accepted,train
train-00001-of-00009.parquet,87950,892/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00004-of-00009.parquet,314517,1005/A,OK,accepted,train
train-00005-of-00009.parquet,388466,709/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00004-of-00009.parquet,327749,137/A,OK,accepted,train
train-00001-of-00009.parquet,115695,1/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,359837,219/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,547697,41/A,OK,accepted,train
test-00000-of-00001.parquet,669547,27/A,OK,accepted,train
train-00000-of-00009.parquet,12944,652/B,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,488387,412/C,OK,accepted,test
train-00004-of-00009.parquet,290371,116/A,OK,accepted,train
train-00003-of-00009.parquet,260154,908/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,83871,697/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
test-00000-of-00001.parquet,684089,362/B,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,468023,259/B,OK,accepted,train
train-00000-of-00009.parquet,63297,0/none,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00005-of-00009.parquet,362370,675/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,491288,32/B,OK,accepted,test
train-00008-of-00009.parquet,595638,120/B,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,156362,491/A,OK,accepted,train
train-00001-of-00009.parquet,82385,791/A,MEMORY_LIMIT_EXCEEDED,execution_safety,test
train-00007-of-00009.parquet,524798,583/A,WRONG_ANSWER,semantic_debug,test
train-00006-of-00009.parquet,448053,490/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00002-of-00009.parquet,150456,227/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,490157,219/A,COMPILATION_ERROR,syntax_repair,train
train-00005-of-00009.parquet,363646,854/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00005-of-00009.parquet,358769,992/A,OK,accepted,train
train-00003-of-00009.parquet,258953,56/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,645435,268/B,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,541187,0/none,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,575907,228/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,622219,706/B,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,425859,914/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,511663,583/B,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,1992,33/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,123895,109/A,COMPILATION_ERROR,syntax_repair,train
train-00003-of-00009.parquet,235355,61/A,OK,accepted,train
train-00007-of-00009.parquet,512397,688/B,COMPILATION_ERROR,syntax_repair,train
train-00006-of-00009.parquet,444392,805/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
test-00000-of-00001.parquet,660027,985/B,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,294007,780/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00000-of-00009.parquet,34698,0/none,OK,accepted,train
train-00007-of-00009.parquet,517569,13/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,2817,472/A,OK,accepted,test
train-00006-of-00009.parquet,473839,139/A,OK,accepted,train
train-00003-of-00009.parquet,267673,115/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,657174,82/A,COMPILATION_ERROR,syntax_repair,train
train-00004-of-00009.parquet,326382,831/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,262108,580/A,COMPILATION_ERROR,syntax_repair,test
train-00002-of-00009.parquet,204634,112/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,440565,302/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,202782,620/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
test-00000-of-00001.parquet,662529,327/B,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,123256,168/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,66006,228/A,RUNTIME_ERROR,execution_safety,test
train-00002-of-00009.parquet,188909,41/A,OK,accepted,train
train-00008-of-00009.parquet,566003,931/A,OK,accepted,train
train-00007-of-00009.parquet,543655,228/A,OK,accepted,test
train-00006-of-00009.parquet,476011,69/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,506301,69/A,RUNTIME_ERROR,execution_safety,test
train-00004-of-00009.parquet,311225,472/A,RUNTIME_ERROR,execution_safety,test
train-00000-of-00009.parquet,18761,991/B,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,313916,114/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,524764,0/none,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,470597,682/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00005-of-00009.parquet,412195,919/B,COMPILATION_ERROR,syntax_repair,test
test-00000-of-00001.parquet,638858,58/A,OK,accepted,train
test-00000-of-00001.parquet,629014,50/A,OK,accepted,train
train-00003-of-00009.parquet,229071,78/B,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,113263,610/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,62443,609/A,OK,accepted,train
train-00001-of-00009.parquet,94681,0/none,COMPILATION_ERROR,syntax_repair,train
train-00000-of-00009.parquet,49423,151/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,44237,119/A,OK,accepted,train
test-00000-of-00001.parquet,631559,41/A,OK,accepted,train
train-00001-of-00009.parquet,83887,41/A,OK,accepted,train
train-00002-of-00009.parquet,174421,46/B,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,367392,242/B,OK,accepted,train
train-00003-of-00009.parquet,246293,339/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,339694,405/A,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,132484,390/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00008-of-00009.parquet,601741,214/A,OK,accepted,train
train-00004-of-00009.parquet,282617,711/A,OK,accepted,train
train-00007-of-00009.parquet,519792,703/A,WRONG_ANSWER,semantic_debug,test
train-00008-of-00009.parquet,600677,546/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,121847,615/A,OK,accepted,test
train-00007-of-00009.parquet,541174,58/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,169812,727/A,OK,accepted,train
train-00006-of-00009.parquet,445558,50/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,224388,228/A,COMPILATION_ERROR,syntax_repair,test
train-00008-of-00009.parquet,592477,158/B,WRONG_ANSWER,semantic_debug,test
train-00003-of-00009.parquet,207215,330/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,376340,4/A,RUNTIME_ERROR,execution_safety,test
train-00006-of-00009.parquet,456925,591/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00004-of-00009.parquet,322405,285/B,OK,accepted,train
train-00006-of-00009.parquet,439811,519/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00004-of-00009.parquet,294782,69/A,RUNTIME_ERROR,execution_safety,test
train-00002-of-00009.parquet,152108,149/A,RUNTIME_ERROR,execution_safety,test
train-00007-of-00009.parquet,520811,758/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,297409,141/A,WRONG_ANSWER,semantic_debug,test
train-00003-of-00009.parquet,231368,556/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00004-of-00009.parquet,299586,802/G,WRONG_ANSWER,semantic_debug,test
train-00002-of-00009.parquet,160508,998/B,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,215213,50/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,379960,845/A,RUNTIME_ERROR,execution_safety,test
train-00002-of-00009.parquet,174896,104/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,675974,1/A,OK,accepted,train
train-00002-of-00009.parquet,148659,472/A,WRONG_ANSWER,semantic_debug,test
train-00004-of-00009.parquet,317425,707/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,229376,624/B,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,359811,776/B,COMPILATION_ERROR,syntax_repair,train
train-00008-of-00009.parquet,581946,859/B,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,659075,318/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,539626,950/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,501350,259/B,OK,accepted,train
train-00006-of-00009.parquet,450519,50/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,533405,200/B,OK,accepted,test
train-00007-of-00009.parquet,543787,767/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00003-of-00009.parquet,226602,714/B,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,95445,58/A,OK,accepted,train
train-00001-of-00009.parquet,129628,510/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,535628,0/none,OK,accepted,train
train-00003-of-00009.parquet,232142,296/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,544661,79/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,7602,58/A,COMPILATION_ERROR,syntax_repair,train
train-00002-of-00009.parquet,171484,102/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00008-of-00009.parquet,604430,58/A,OK,accepted,train
train-00001-of-00009.parquet,129292,1/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00003-of-00009.parquet,218390,18/C,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,53312,1/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,520059,104/A,OK,accepted,train
train-00003-of-00009.parquet,238498,678/A,OK,accepted,train
train-00006-of-00009.parquet,468878,937/A,OK,accepted,train
train-00001-of-00009.parquet,107550,318/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00004-of-00009.parquet,289304,400/B,OK,accepted,train
train-00008-of-00009.parquet,594566,810/A,WRONG_ANSWER,semantic_debug,test
train-00001-of-00009.parquet,109076,567/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,29497,841/B,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,102169,115/A,RUNTIME_ERROR,execution_safety,test
train-00000-of-00009.parquet,33081,254/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,484732,952/A,RUNTIME_ERROR,execution_safety,test
train-00007-of-00009.parquet,532618,483/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,446381,886/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00004-of-00009.parquet,325874,701/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,514153,312/A,OK,accepted,test
train-00008-of-00009.parquet,610330,0/none,SKIPPED,semantic_debug,train
train-00007-of-00009.parquet,513645,262/B,OK,accepted,train
train-00005-of-00009.parquet,365012,285/A,OK,accepted,train
train-00004-of-00009.parquet,289917,869/B,OK,accepted,train
train-00003-of-00009.parquet,242120,808/A,OK,accepted,train
train-00007-of-00009.parquet,505524,439/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,316801,572/A,WRONG_ANSWER,semantic_debug,test
train-00004-of-00009.parquet,334002,439/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,267458,822/A,OK,accepted,test
train-00003-of-00009.parquet,217948,1/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,670602,832/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,622468,988/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,281037,842/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,256441,937/A,COMPILATION_ERROR,syntax_repair,train
train-00004-of-00009.parquet,277548,59/A,OK,accepted,train
train-00005-of-00009.parquet,382358,431/A,OK,accepted,train
test-00000-of-00001.parquet,646173,361/B,OK,accepted,train
train-00005-of-00009.parquet,347871,834/B,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,148244,431/A,OK,accepted,train
train-00003-of-00009.parquet,248996,50/A,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,663076,520/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,143679,622/B,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,141946,9/B,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,360912,975/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,232663,615/A,WRONG_ANSWER,semantic_debug,test
train-00008-of-00009.parquet,595784,637/B,OK,accepted,test
train-00006-of-00009.parquet,439878,749/A,OK,accepted,train
train-00006-of-00009.parquet,438385,278/A,OK,accepted,train
train-00001-of-00009.parquet,134156,1006/C,OK,accepted,test
train-00008-of-00009.parquet,565552,254/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,513473,467/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,328974,313/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,523586,808/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00001-of-00009.parquet,133780,350/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,334195,688/B,OK,accepted,train
train-00002-of-00009.parquet,171773,985/B,OK,accepted,train
train-00008-of-00009.parquet,603786,610/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,273168,124/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,101086,567/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,373208,792/A,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,138832,584/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,96317,22/A,RUNTIME_ERROR,execution_safety,train
