event_index,student_id,task_id,scenario,action,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region
243,13,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,74,81,statement ending
244,13,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,300,307,for loop condition
245,13,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,283,289,unfinished implementation
246,13,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,274,282,while condition
247,13,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,283,290,logic block
248,14,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,76,statement ending
249,14,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
250,14,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,71,80,statement ending
251,14,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,277,283,for loop condition
252,14,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,275,280,for loop condition
253,14,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,281,288,for loop condition
254,14,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,273,281,while condition
255,14,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,287,296,while condition
256,14,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,284,294,unfinished implementation
257,14,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,76,"line 1, column 66"
258,14,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,276,281,unfinished implementation
259,14,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,273,279,logic block
260,14,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,274,282,logic block
261,14,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,278,284,logic block
262,14,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
263,14,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,274,280,for loop condition
264,14,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,280,unfinished implementation
265,14,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,279,285,while condition
266,14,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,282,287,logic block
267,15,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,77,statement ending
268,15,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,70,77,statement ending
269,15,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,75,statement ending
270,15,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,275,282,for loop condition
271,15,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,280,286,for loop condition
272,15,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,275,280,for loop condition
273,15,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,283,while condition
274,15,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,283,while condition
275,15,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,275,281,unfinished implementation
276,15,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,78,"line 1, column 66"
277,15,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,278,unfinished implementation
278,15,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,282,289,logic block
279,15,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,270,277,logic block
280,15,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,271,277,logic block
281,15,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,71,76,statement ending
282,15,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,285,290,for loop condition
283,15,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,272,277,unfinished implementation
284,15,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,270,274,while condition
285,15,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,278,284,logic block
286,16,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,77,statement ending
287,16,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
288,16,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,73,80,statement ending
289,16,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,274,281,for loop condition
290,16,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,273,279,for loop condition
291,16,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,276,283,for loop condition
292,16,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,274,282,while condition
293,16,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,279,while condition
294,16,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,278,285,unfinished implementation
295,16,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,74,"line 1, column 66"
296,16,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,271,277,unfinished implementation
297,16,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,278,285,logic block
298,16,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,273,279,logic block
299,16,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,278,283,logic block
300,16,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
301,16,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,281,287,for loop condition
302,16,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,280,286,unfinished implementation
303,16,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,281,288,while condition
304,16,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,285,291,logic block
305,17,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,66,72,statement ending
306,17,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,70,74,statement ending
307,17,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,74,statement ending
308,17,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,276,282,for loop condition
309,17,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,277,283,for loop condition
310,17,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,270,275,for loop condition
311,17,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,274,280,while condition
312,17,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,283,while condition
313,17,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,280,285,unfinished implementation
314,17,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,68,73,"line 1, column 66"
315,17,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,278,283,unfinished implementation
316,17,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,274,280,logic block
317,17,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,270,276,logic block
318,17,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,283,289,logic block
319,17,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,75,statement ending
320,17,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,273,282,for loop condition
321,17,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,279,285,unfinished implementation
322,17,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,276,281,while condition
323,17,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,276,280,logic block
324,18,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,75,statement ending
325,18,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,74,statement ending
326,18,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,74,statement ending
327,18,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,270,276,for loop condition
328,18,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,273,280,for loop condition
329,18,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,277,281,for loop condition
330,18,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,276,while condition
331,18,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,275,282,while condition
332,18,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,275,282,unfinished implementation
333,18,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,68,73,"line 1, column 66"
334,18,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,276,281,unfinished implementation
335,18,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,275,282,logic block
336,18,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,272,279,logic block
337,18,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,280,286,logic block
338,18,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,71,78,statement ending
339,18,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,275,280,for loop condition
340,18,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,277,283,unfinished implementation
341,18,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,273,281,while condition
342,18,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,274,282,logic block
343,19,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,76,statement ending
344,19,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,74,statement ending
345,19,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,73,79,statement ending
346,19,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,273,279,for loop condition
347,19,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,275,280,for loop condition
348,19,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,279,285,for loop condition
349,19,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,281,while condition
350,19,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,282,while condition
351,19,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,274,280,unfinished implementation
352,19,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,74,"line 1, column 66"
353,19,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,277,281,unfinished implementation
354,19,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,280,286,logic block
355,19,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,276,285,logic block
356,19,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,277,283,logic block
357,19,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
358,19,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,270,277,for loop condition
359,19,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,278,282,unfinished implementation
360,19,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,273,280,while condition
361,19,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,281,287,logic block
362,20,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,74,statement ending
363,20,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,74,statement ending
364,20,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,73,statement ending
365,20,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,288,295,for loop condition
366,20,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,275,for loop condition
367,20,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,278,283,for loop condition
368,20,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,279,286,while condition
369,20,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,281,while condition
370,20,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,277,281,unfinished implementation
371,20,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,72,76,"line 1, column 66"
372,20,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,279,unfinished implementation
373,20,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,276,280,logic block
374,20,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,274,280,logic block
375,20,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,277,284,logic block
376,20,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,71,78,statement ending
377,20,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,277,284,for loop condition
378,20,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,274,281,unfinished implementation
379,20,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,278,284,while condition
380,20,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,280,285,logic block
381,21,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,68,74,statement ending
382,21,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,75,statement ending
383,21,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,78,statement ending
384,21,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,279,293,for loop condition
385,21,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,286,294,for loop condition
386,21,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,280,285,for loop condition
387,21,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,276,281,while condition
388,21,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,312,324,while condition
389,21,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,283,294,unfinished implementation
390,21,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,71,76,"line 1, column 66"
391,21,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,291,294,unfinished implementation
392,21,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,286,292,logic block
393,21,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,281,286,logic block
394,21,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,272,276,logic block
395,21,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,72,statement ending
396,21,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,273,278,for loop condition
397,21,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,272,276,unfinished implementation
398,21,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,283,289,while condition
399,21,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,273,280,logic block
400,22,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,71,77,statement ending
401,22,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,70,74,statement ending
402,22,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,72,statement ending
403,22,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,270,275,for loop condition
404,22,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,269,274,for loop condition
405,22,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,280,284,for loop condition
406,22,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,274,280,while condition
407,22,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,273,279,while condition
408,22,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,271,279,unfinished implementation
409,22,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,74,"line 1, column 66"
410,22,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,274,279,unfinished implementation
411,22,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,283,288,logic block
412,22,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,272,278,logic block
413,22,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,277,283,logic block
414,22,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,75,statement ending
415,22,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,271,277,for loop condition
416,22,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,277,282,unfinished implementation
417,22,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,282,while condition
418,22,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,271,275,logic block
419,23,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,67,72,statement ending
420,23,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,74,statement ending
421,23,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,66,72,statement ending
422,23,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,272,276,for loop condition
423,23,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,273,277,for loop condition
424,23,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,271,274,for loop condition
425,23,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,278,284,while condition
426,23,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,274,280,while condition
427,23,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,275,280,unfinished implementation
428,23,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,67,71,"line 1, column 66"
429,23,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,278,284,unfinished implementation
430,23,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,272,277,logic block
431,23,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,280,284,logic block
432,23,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,272,278,logic block
433,23,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
434,23,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,277,for loop condition
435,23,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,272,276,unfinished implementation
436,23,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,273,279,while condition
437,23,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,281,286,logic block
438,24,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,68,72,statement ending
439,24,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,72,statement ending
440,24,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,74,statement ending
441,24,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,273,280,for loop condition
442,24,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,278,283,for loop condition
443,24,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,278,285,for loop condition
444,24,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,283,while condition
445,24,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,281,287,while condition
446,24,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,272,279,unfinished implementation
447,24,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,75,"line 1, column 66"
448,24,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,271,277,unfinished implementation
449,24,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,272,279,logic block
450,24,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,278,284,logic block
451,24,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,276,281,logic block
452,24,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,72,statement ending
453,24,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,271,275,for loop condition
454,24,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,270,273,unfinished implementation
455,24,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,273,278,while condition
456,24,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,270,275,logic block
457,25,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,74,80,statement ending
458,25,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,73,statement ending
459,25,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,67,71,statement ending
460,25,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,274,278,for loop condition
461,25,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,275,279,for loop condition
462,25,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,276,281,for loop condition
463,25,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,275,281,while condition
464,25,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,278,284,while condition
465,25,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,276,281,unfinished implementation
466,25,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,67,72,"line 1, column 66"
467,25,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,272,277,unfinished implementation
468,25,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,270,274,logic block
469,25,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,270,276,logic block
470,25,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,278,282,logic block
471,25,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,73,statement ending
472,25,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,268,272,for loop condition
473,25,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,280,unfinished implementation
474,25,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,274,280,while condition
475,25,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,271,275,logic block
476,26,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,73,statement ending
477,26,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,67,71,statement ending
478,26,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,73,77,statement ending
479,26,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,275,280,for loop condition
480,26,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,276,for loop condition
481,26,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,276,for loop condition
482,26,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,277,while condition
483,26,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,276,279,while condition
484,26,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,277,unfinished implementation
485,26,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,67,71,"line 1, column 66"
