submission_id,problem_id,programming_language,verdict,dataset_source,error_type,severity,compile_success,tests_passed,tests_failed,same_error_count,total_errors_seen,attempt_no,last_feedback_action,last_feedback_success,has_suspicious_region,code_lines,total_feedback_count_in_session,target_feedback_action
12051931,558/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,49,0,1,1,1,NONE,False,False,66,0,NO_FEEDBACK
12054647,558/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,49,0,1,1,1,NONE,False,False,54,0,NO_FEEDBACK
12051500,558/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,49,0,1,1,1,NONE,False,False,124,0,NO_FEEDBACK
12051966,558/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,49,0,1,1,1,NONE,False,False,52,0,NO_FEEDBACK
12049709,558/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,49,0,1,1,1,NONE,False,False,54,0,NO_FEEDBACK
12177010,559/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,78,0,NO_FEEDBACK
12179872,559/D,Java 8,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,154,0,NO_FEEDBACK
12177707,559/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,58,0,NO_FEEDBACK
12175184,559/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,65,0,NO_FEEDBACK
18712713,559/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,131,0,NO_FEEDBACK
12280994,562/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,140,0,NO_FEEDBACK
12280421,562/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,156,0,NO_FEEDBACK
19076240,562/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,265,0,NO_FEEDBACK
22192194,562/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,255,0,NO_FEEDBACK
12229958,562/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,167,0,NO_FEEDBACK
21785561,562/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,138,0,1,1,1,NONE,False,False,307,0,NO_FEEDBACK
12433016,562/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,138,0,1,1,1,NONE,False,False,176,0,NO_FEEDBACK
13009212,562/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,138,0,1,1,1,NONE,False,False,118,0,NO_FEEDBACK
12848542,562/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,138,0,1,1,1,NONE,False,False,116,0,NO_FEEDBACK
13886975,562/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,138,0,1,1,1,NONE,False,False,118,0,NO_FEEDBACK
12280580,562/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,129,0,NO_FEEDBACK
12280323,562/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,149,0,NO_FEEDBACK
12277798,562/F,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,80,0,NO_FEEDBACK
12280079,562/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,148,0,NO_FEEDBACK
12280967,562/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,121,0,NO_FEEDBACK
12488562,562/G,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,35,0,1,1,1,NONE,False,False,65,0,NO_FEEDBACK
12314669,562/G,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,35,0,1,1,1,NONE,False,False,44,0,NO_FEEDBACK
12561550,562/G,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,35,0,1,1,1,NONE,False,False,43,0,NO_FEEDBACK
12229841,562/G,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,35,0,1,1,1,NONE,False,False,68,0,NO_FEEDBACK
12229908,562/G,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,35,0,1,1,1,NONE,False,False,112,0,NO_FEEDBACK
17896267,568/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
17896259,568/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
17896258,568/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
17896255,568/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
17896229,568/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,110,0,NO_FEEDBACK
17826524,568/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,93,0,NO_FEEDBACK
15142099,568/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,89,0,NO_FEEDBACK
13771923,568/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,89,0,NO_FEEDBACK
17896943,568/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,169,0,NO_FEEDBACK
17968219,568/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,169,0,NO_FEEDBACK
12447416,569/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,29,0,1,1,1,NONE,False,False,52,0,NO_FEEDBACK
12445565,569/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,29,0,1,1,1,NONE,False,False,66,0,NO_FEEDBACK
12444243,569/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,29,0,1,1,1,NONE,False,False,671,0,NO_FEEDBACK
12444998,569/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,29,0,1,1,1,NONE,False,False,96,0,NO_FEEDBACK
12447962,569/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,29,0,1,1,1,NONE,False,False,44,0,NO_FEEDBACK
5455054,57/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,57,0,1,1,1,NONE,False,False,36,0,NO_FEEDBACK
13098533,57/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,57,0,1,1,1,NONE,False,False,122,0,NO_FEEDBACK
3754857,57/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,57,0,1,1,1,NONE,False,False,54,0,NO_FEEDBACK
3752114,57/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,57,0,1,1,1,NONE,False,False,65,0,NO_FEEDBACK
3752103,57/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,57,0,1,1,1,NONE,False,False,65,0,NO_FEEDBACK
12661858,571/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,310,0,NO_FEEDBACK
20957906,571/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,73,0,NO_FEEDBACK
18615734,571/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,219,0,NO_FEEDBACK
12661906,571/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,142,0,NO_FEEDBACK
12660657,571/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,105,0,NO_FEEDBACK
21833800,575/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,1,0,1,1,1,NONE,False,False,65,0,NO_FEEDBACK
21801993,575/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,1,0,1,1,1,NONE,False,False,41,0,NO_FEEDBACK
21644993,575/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,1,0,1,1,1,NONE,False,False,64,0,NO_FEEDBACK
20541742,575/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,1,0,1,1,1,NONE,False,False,87,0,NO_FEEDBACK
18529145,575/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,1,0,1,1,1,NONE,False,False,12,0,NO_FEEDBACK
12870696,575/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,12,0,1,1,1,NONE,False,False,123,0,NO_FEEDBACK
13573972,575/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,12,0,1,1,1,NONE,False,False,133,0,NO_FEEDBACK
12902898,575/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,12,0,1,1,1,NONE,False,False,95,0,NO_FEEDBACK
12871832,575/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,12,0,1,1,1,NONE,False,False,123,0,NO_FEEDBACK
12875310,575/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,12,0,1,1,1,NONE,False,False,164,0,NO_FEEDBACK
22139594,576/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,57,0,NO_FEEDBACK
22128493,576/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,89,0,NO_FEEDBACK
22104918,576/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,48,0,NO_FEEDBACK
22036548,576/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,53,0,NO_FEEDBACK
21966739,576/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,113,0,NO_FEEDBACK
12979614,576/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,103,0,NO_FEEDBACK
12933838,576/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,117,0,NO_FEEDBACK
12954242,576/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,156,0,NO_FEEDBACK
12954544,576/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,104,0,NO_FEEDBACK
12954356,576/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,96,0,NO_FEEDBACK
12943189,576/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,53,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
13471929,576/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,53,0,1,1,1,NONE,False,False,81,0,NO_FEEDBACK
12996522,576/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,53,0,1,1,1,NONE,False,False,73,0,NO_FEEDBACK
12954663,576/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,53,0,1,1,1,NONE,False,False,129,0,NO_FEEDBACK
13237649,576/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,53,0,1,1,1,NONE,False,False,164,0,NO_FEEDBACK
22195200,578/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,83,0,NO_FEEDBACK
22186025,578/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,27,0,NO_FEEDBACK
22070950,578/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,213,0,NO_FEEDBACK
22070782,578/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,95,0,NO_FEEDBACK
22069594,578/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,117,0,NO_FEEDBACK
13067062,578/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,40,0,1,1,1,NONE,False,False,135,0,NO_FEEDBACK
13044824,578/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,40,0,1,1,1,NONE,False,False,215,0,NO_FEEDBACK
13044388,578/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,40,0,1,1,1,NONE,False,False,137,0,NO_FEEDBACK
13095801,578/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,40,0,1,1,1,NONE,False,False,39,0,NO_FEEDBACK
13053614,578/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,40,0,1,1,1,NONE,False,False,39,0,NO_FEEDBACK
13114771,578/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,118,0,NO_FEEDBACK
13079169,578/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,90,0,NO_FEEDBACK
13041499,578/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,105,0,NO_FEEDBACK
13091377,578/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,170,0,NO_FEEDBACK
14118894,578/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,108,0,NO_FEEDBACK
3175855,58/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,30,0,1,1,1,NONE,False,False,86,0,NO_FEEDBACK
3175851,58/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,30,0,1,1,1,NONE,False,False,97,0,NO_FEEDBACK
20752413,58/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,30,0,1,1,1,NONE,False,False,103,0,NO_FEEDBACK
20751282,58/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,30,0,1,1,1,NONE,False,False,77,0,NO_FEEDBACK
20751084,58/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,30,0,1,1,1,NONE,False,False,144,0,NO_FEEDBACK
22007913,581/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,63,0,1,1,1,NONE,False,False,259,0,NO_FEEDBACK
21774329,581/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,63,0,1,1,1,NONE,False,False,229,0,NO_FEEDBACK
21718714,581/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,63,0,1,1,1,NONE,False,False,269,0,NO_FEEDBACK
21208226,581/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,63,0,1,1,1,NONE,False,False,383,0,NO_FEEDBACK
20965459,581/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,63,0,1,1,1,NONE,False,False,251,0,NO_FEEDBACK
13372034,582/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,74,0,NO_FEEDBACK
13377913,582/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,60,0,NO_FEEDBACK
13371326,582/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
13366353,582/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,79,0,NO_FEEDBACK
13381605,582/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,74,0,NO_FEEDBACK
22181722,584/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,65,0,1,1,1,NONE,False,False,69,0,NO_FEEDBACK
22181420,584/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,65,0,1,1,1,NONE,False,False,155,0,NO_FEEDBACK
22150422,584/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,65,0,1,1,1,NONE,False,False,41,0,NO_FEEDBACK
22141070,584/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,65,0,1,1,1,NONE,False,False,35,0,NO_FEEDBACK
22111279,584/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,65,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
13453966,584/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,60,0,NO_FEEDBACK
13451454,584/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,62,0,NO_FEEDBACK
20608895,584/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,185,0,NO_FEEDBACK
13458081,584/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,63,0,NO_FEEDBACK
13455288,584/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,88,0,NO_FEEDBACK
22108354,584/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,129,0,NO_FEEDBACK
22099913,584/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,207,0,NO_FEEDBACK
21751063,584/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,61,0,NO_FEEDBACK
20969601,584/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,91,0,NO_FEEDBACK
20805688,584/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,109,0,1,1,1,NONE,False,False,205,0,NO_FEEDBACK
13910238,584/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,71,0,NO_FEEDBACK
13524832,584/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,101,0,NO_FEEDBACK
13828271,584/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,55,0,NO_FEEDBACK
20756843,584/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
14058237,584/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,40,0,NO_FEEDBACK
13824144,585/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,61,0,1,1,1,NONE,False,False,88,0,NO_FEEDBACK
13849668,585/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,61,0,1,1,1,NONE,False,False,59,0,NO_FEEDBACK
14681451,585/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,61,0,1,1,1,NONE,False,False,100,0,NO_FEEDBACK
13620309,585/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,61,0,1,1,1,NONE,False,False,128,0,NO_FEEDBACK
13614057,585/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,61,0,1,1,1,NONE,False,False,315,0,NO_FEEDBACK
20903011,590/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,51,0,1,1,1,NONE,False,False,101,0,NO_FEEDBACK
20834802,590/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,51,0,1,1,1,NONE,False,False,325,0,NO_FEEDBACK
20540674,590/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,51,0,1,1,1,NONE,False,False,115,0,NO_FEEDBACK
20476019,590/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,51,0,1,1,1,NONE,False,False,203,0,NO_FEEDBACK
20375865,590/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,51,0,1,1,1,NONE,False,False,159,0,NO_FEEDBACK
13910385,590/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,209,0,NO_FEEDBACK
13934654,590/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,209,0,NO_FEEDBACK
13874288,590/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,312,0,NO_FEEDBACK
13946412,590/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,140,0,NO_FEEDBACK
13925725,590/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,148,0,NO_FEEDBACK
22182027,591/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,45,0,1,1,1,NONE,False,False,10,0,NO_FEEDBACK
22162629,591/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,45,0,1,1,1,NONE,False,False,10,0,NO_FEEDBACK
22113981,591/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,45,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
22111769,591/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,45,0,1,1,1,NONE,False,False,11,0,NO_FEEDBACK
22030879,591/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,45,0,1,1,1,NONE,False,False,39,0,NO_FEEDBACK
18869755,593/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,161,0,NO_FEEDBACK
14074553,593/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,167,0,NO_FEEDBACK
14074297,593/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,100,0,NO_FEEDBACK
14073755,593/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,83,0,NO_FEEDBACK
14073708,593/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,26,0,1,1,1,NONE,False,False,32,0,NO_FEEDBACK
20422526,594/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,71,0,NO_FEEDBACK
14148683,594/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,28,0,NO_FEEDBACK
14155875,594/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,56,0,NO_FEEDBACK
14148548,594/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,41,0,NO_FEEDBACK
22087406,594/B,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,31,0,1,1,1,NONE,False,False,55,0,NO_FEEDBACK
14286251,596/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,95,0,1,1,1,NONE,False,False,79,0,NO_FEEDBACK
19601207,596/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,95,0,1,1,1,NONE,False,False,223,0,NO_FEEDBACK
18454675,596/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,95,0,1,1,1,NONE,False,False,193,0,NO_FEEDBACK
19224582,596/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,95,0,1,1,1,NONE,False,False,273,0,NO_FEEDBACK
14285386,596/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,95,0,1,1,1,NONE,False,False,155,0,NO_FEEDBACK
18910835,598/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,163,0,1,1,1,NONE,False,False,85,0,NO_FEEDBACK
15414946,598/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,163,0,1,1,1,NONE,False,False,30,0,NO_FEEDBACK
14573816,598/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,163,0,1,1,1,NONE,False,False,33,0,NO_FEEDBACK
19207381,598/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,163,0,1,1,1,NONE,False,False,79,0,NO_FEEDBACK
15065671,598/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,163,0,1,1,1,NONE,False,False,35,0,NO_FEEDBACK
3660639,6/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,117,0,1,1,1,NONE,False,False,42,0,NO_FEEDBACK
3653661,6/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,117,0,1,1,1,NONE,False,False,35,0,NO_FEEDBACK
3262963,6/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,117,0,1,1,1,NONE,False,False,42,0,NO_FEEDBACK
2835985,6/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,117,0,1,1,1,NONE,False,False,56,0,NO_FEEDBACK
19396930,6/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,117,0,1,1,1,NONE,False,False,143,0,NO_FEEDBACK
20324424,60/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,233,0,NO_FEEDBACK
291143,60/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,113,0,NO_FEEDBACK
290223,60/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,128,0,NO_FEEDBACK
289862,60/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,131,0,NO_FEEDBACK
289417,60/C,MS C++,OK,selected_accepted,SUCCESS,LOW,True,39,0,1,1,1,NONE,False,False,147,0,NO_FEEDBACK
22019334,600/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,115,0,NO_FEEDBACK
21771995,600/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,183,0,NO_FEEDBACK
21732366,600/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,55,0,NO_FEEDBACK
20334036,600/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,49,0,NO_FEEDBACK
19591838,600/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,85,0,NO_FEEDBACK
22092942,600/F,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,207,0,NO_FEEDBACK
20809226,600/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,197,0,NO_FEEDBACK
14623667,600/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,108,0,NO_FEEDBACK
14623660,600/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,108,0,NO_FEEDBACK
15008059,600/F,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,38,0,NO_FEEDBACK
14445359,601/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
14453876,601/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,62,0,NO_FEEDBACK
14448753,601/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,76,0,NO_FEEDBACK
18662057,601/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,45,0,NO_FEEDBACK
18662043,601/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,45,0,NO_FEEDBACK
