event_index,mode,cohort,student_id,problem_id,problem_slug,problem_title,difficulty,concept,attempt_no,stage,scenario,expected_action,expected_reason,status,action,agreement,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,code_lines,error
180,ML,3,303006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,260,1170,logic block,1,
181,ML,3,303007,307,lru-cache,LRU Cache,medium,state update and eviction policy,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,1480,statement ending,1,
182,ML,3,303007,307,lru-cache,LRU Cache,medium,state update and eviction policy,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,256,1108,unfinished implementation,2,
183,ML,3,303007,307,lru-cache,LRU Cache,medium,state update and eviction policy,3,first_conceptual_error,unknown_logic_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,UNKNOWN,True,3,0,258,1557,logic block,1,
184,ML,3,303007,307,lru-cache,LRU Cache,medium,state update and eviction policy,4,repeated_conceptual_error,unknown_logic_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,NO_FEEDBACK,false,UNKNOWN,True,3,0,255,1229,logic block,1,
185,ML,3,303007,307,lru-cache,LRU Cache,medium,state update and eviction policy,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,265,1439,logic block,1,
186,ML,3,303007,307,lru-cache,LRU Cache,medium,state update and eviction policy,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,UNKNOWN,True,3,0,263,1358,logic block,1,
187,ML,3,303008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,53,965,statement ending,1,
188,ML,3,303008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,280,2009,unfinished implementation,2,
189,ML,3,303008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,264,1312,for loop condition,1,
190,ML,3,303008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,266,1265,for loop condition,1,
191,ML,3,303008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,266,1066,logic block,1,
192,ML,3,303008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,266,1629,logic block,1,
193,ML,3,303009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,53,1018,statement ending,1,
194,ML,3,303009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,262,1693,unfinished implementation,2,
195,ML,3,303009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,263,1432,while condition,1,
196,ML,3,303009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,253,1708,while condition,1,
197,ML,3,303009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,254,2005,logic block,1,
198,ML,3,303009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,262,1633,logic block,1,
199,ML,3,303010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,1922,statement ending,1,
200,ML,3,303010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,272,1564,unfinished implementation,2,
201,ML,3,303010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,261,2116,for loop condition,1,
202,ML,3,303010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,264,3008,for loop condition,1,
203,ML,3,303010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,270,1358,logic block,1,
204,ML,3,303010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,259,1331,logic block,1,
205,ML,3,303011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,1132,statement ending,1,
206,ML,3,303011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,259,1595,unfinished implementation,2,
207,ML,3,303011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,264,1212,for loop condition,1,
208,ML,3,303011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,311,1486,for loop condition,1,
209,ML,3,303011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,261,989,logic block,1,
210,ML,3,303011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,279,1636,logic block,1,
211,ML,3,303012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,56,936,statement ending,1,
212,ML,3,303012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,278,2079,unfinished implementation,2,
213,ML,3,303012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,267,2507,while condition,1,
214,ML,3,303012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,271,2707,while condition,1,
215,ML,3,303012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,265,1602,logic block,1,
216,ML,3,303012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CODE_HIGHLIGHT,false,OFF_BY_ONE,True,1,2,260,1598,for loop condition,1,
217,ML,4,304001,301,palindrome,Valid Palindrome,easy,two pointers and string normalization,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,59,916,statement ending,1,
218,ML,4,304001,301,palindrome,Valid Palindrome,easy,two pointers and string normalization,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,266,969,unfinished implementation,2,
219,ML,4,304001,301,palindrome,Valid Palindrome,easy,two pointers and string normalization,3,first_conceptual_error,possible_null_access_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,POSSIBLE_NULL_ACCESS,True,3,0,271,1370,missing null or empty guard,1,
220,ML,4,304001,301,palindrome,Valid Palindrome,easy,two pointers and string normalization,4,repeated_conceptual_error,possible_null_access_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,POSSIBLE_NULL_ACCESS,True,3,0,261,1397,missing null or empty guard,1,
221,ML,4,304001,301,palindrome,Valid Palindrome,easy,two pointers and string normalization,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,259,1472,logic block,1,
222,ML,4,304001,301,palindrome,Valid Palindrome,easy,two pointers and string normalization,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,WRONG_CONDITION,True,3,0,270,866,while condition,1,
223,ML,4,304002,302,two-sum,Two Sum,easy,hash map lookup and pair search,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,1072,statement ending,1,
224,ML,4,304002,302,two-sum,Two Sum,easy,hash map lookup and pair search,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,261,988,unfinished implementation,2,
225,ML,4,304002,302,two-sum,Two Sum,easy,hash map lookup and pair search,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,260,1127,for loop condition,1,
226,ML,4,304002,302,two-sum,Two Sum,easy,hash map lookup and pair search,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,258,1151,for loop condition,1,
227,ML,4,304002,302,two-sum,Two Sum,easy,hash map lookup and pair search,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,257,1462,logic block,1,
228,ML,4,304002,302,two-sum,Two Sum,easy,hash map lookup and pair search,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,272,1271,logic block,1,
229,ML,4,304003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,51,656,statement ending,1,
230,ML,4,304003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,263,978,unfinished implementation,2,
231,ML,4,304003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,3,first_conceptual_error,possible_null_access_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,UNKNOWN,True,3,0,255,1065,logic block,1,
232,ML,4,304003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,4,repeated_conceptual_error,possible_null_access_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,NO_FEEDBACK,false,UNKNOWN,True,3,0,257,1136,logic block,1,
233,ML,4,304003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,261,1097,logic block,1,
234,ML,4,304003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,UNKNOWN,True,3,0,259,1181,logic block,1,
235,ML,4,304004,304,binary-search,Binary Search,easy,search interval invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,51,633,statement ending,1,
236,ML,4,304004,304,binary-search,Binary Search,easy,search interval invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,260,1287,unfinished implementation,2,
237,ML,4,304004,304,binary-search,Binary Search,easy,search interval invariant,3,first_conceptual_error,wrong_loop_boundary_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,WRONG_LOOP_BOUNDARY,True,1,2,261,1280,binary search loop boundary,1,
238,ML,4,304004,304,binary-search,Binary Search,easy,search interval invariant,4,repeated_conceptual_error,wrong_loop_boundary_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,WRONG_LOOP_BOUNDARY,True,1,2,256,1279,binary search loop boundary,1,
239,ML,4,304004,304,binary-search,Binary Search,easy,search interval invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,265,1703,logic block,1,
240,ML,4,304004,304,binary-search,Binary Search,easy,search interval invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,267,966,logic block,1,
241,ML,4,304005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,822,statement ending,1,
242,ML,4,304005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,0,,false,,,,,,30010,,2,timed out
243,ML,4,304005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,258,1246,for loop condition,1,
244,ML,4,304005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,265,5153,for loop condition,1,
245,ML,4,304005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,264,1584,logic block,1,
246,ML,4,304005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,264,1102,logic block,1,
247,ML,4,304006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,48,906,statement ending,1,
248,ML,4,304006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,256,1270,unfinished implementation,2,
249,ML,4,304006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,263,1020,while condition,1,
250,ML,4,304006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,261,1323,while condition,1,
251,ML,4,304006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,268,1157,logic block,1,
252,ML,4,304006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,273,1223,logic block,1,
253,ML,4,304007,307,lru-cache,LRU Cache,medium,state update and eviction policy,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,48,903,statement ending,1,
254,ML,4,304007,307,lru-cache,LRU Cache,medium,state update and eviction policy,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,264,1565,unfinished implementation,2,
255,ML,4,304007,307,lru-cache,LRU Cache,medium,state update and eviction policy,3,first_conceptual_error,unknown_logic_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,UNKNOWN,True,3,0,258,1218,logic block,1,
256,ML,4,304007,307,lru-cache,LRU Cache,medium,state update and eviction policy,4,repeated_conceptual_error,unknown_logic_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,NO_FEEDBACK,false,UNKNOWN,True,3,0,257,1745,logic block,1,
257,ML,4,304007,307,lru-cache,LRU Cache,medium,state update and eviction policy,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,265,1626,logic block,1,
258,ML,4,304007,307,lru-cache,LRU Cache,medium,state update and eviction policy,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,UNKNOWN,True,3,0,254,1930,logic block,1,
259,ML,4,304008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,53,1110,statement ending,1,
260,ML,4,304008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,264,969,unfinished implementation,2,
261,ML,4,304008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,258,2196,for loop condition,1,
262,ML,4,304008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,259,1886,for loop condition,1,
263,ML,4,304008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,270,1018,logic block,1,
264,ML,4,304008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,269,1117,logic block,1,
265,ML,4,304009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,676,statement ending,1,
266,ML,4,304009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,269,1121,unfinished implementation,2,
267,ML,4,304009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,263,5291,while condition,1,
268,ML,4,304009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,WRONG_CONDITION,True,1,2,261,1853,while condition,1,
269,ML,4,304009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,253,1063,logic block,1,
270,ML,4,304009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,267,1388,logic block,1,
271,ML,4,304010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,50,1378,statement ending,1,
272,ML,4,304010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,290,1315,unfinished implementation,2,
273,ML,4,304010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,265,1421,for loop condition,1,
274,ML,4,304010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,OFF_BY_ONE,True,1,2,274,1091,for loop condition,1,
275,ML,4,304010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,UNKNOWN,True,1,2,262,1327,logic block,1,
276,ML,4,304010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,UNKNOWN,True,3,0,255,836,logic block,1,
277,ML,4,304011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,SYNTAX_ERROR,False,0,0,53,1037,statement ending,1,
278,ML,4,304011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,STUCK_NO_PROGRESS,True,0,3,264,1411,unfinished implementation,2,
279,ML,4,304011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,OFF_BY_ONE,True,1,2,280,1496,for loop condition,1,
